"","GD.AT.Open","GD.AT.High","GD.AT.Low","GD.AT.Close","GD.AT.Volume","GD.AT.Adjusted"
"2022-06-09",891.489990234375,897.909973144531,885.280029296875,886.640014648438,14654900,886.640014648438
"2022-06-10",879.169982910156,879.169982910156,859.690002441406,862.549987792969,29956200,862.549987792969
"2022-06-14",854.049987792969,854.049987792969,818.559997558594,822.840026855469,39226500,822.840026855469
"2022-06-15",825.359985351562,839.539978027344,825.359985351562,838.940002441406,28418000,838.940002441406
"2022-06-16",837.409973144531,837.409973144531,813.599975585938,815.27001953125,26369400,815.27001953125
"2022-06-17",815.919982910156,834.789978027344,814.369995117188,825.409973144531,79732300,825.409973144531
"2022-06-20",828.039978027344,835.349975585938,828.039978027344,831.809997558594,12396300,831.809997558594
"2022-06-21",836.460021972656,846.260009765625,836.299987792969,840.690002441406,19380900,840.690002441406
"2022-06-22",835.390014648438,837.799987792969,829.77001953125,836.47998046875,21750500,836.47998046875
"2022-06-23",836.260009765625,843.909973144531,833.539978027344,836.22998046875,26327600,836.22998046875
"2022-06-24",839.130004882812,843.580017089844,833.539978027344,834.830017089844,25637100,834.830017089844
"2022-06-27",839.559997558594,845.820007324219,821.390014648438,823.179992675781,15885000,823.179992675781
"2022-06-28",824.210021972656,829.869995117188,818.859985351562,823.919982910156,13922000,823.919982910156
"2022-06-29",821.869995117188,827.349975585938,816.460021972656,822.150024414062,17002500,822.150024414062
"2022-06-30",820.27001953125,820.27001953125,810.039978027344,810.419982910156,26447600,810.419982910156
"2022-07-01",813.099975585938,817.140014648438,803.580017089844,805.789978027344,19463200,805.789978027344
"2022-07-04",806.349975585938,812.22998046875,801.570007324219,805.549987792969,18066600,805.549987792969
"2022-07-05",805.75,808.440002441406,778.840026855469,779.679992675781,35692000,779.679992675781
"2022-07-06",787.179992675781,792.219970703125,779.200012207031,779.200012207031,38222500,779.200012207031
"2022-07-07",784.739990234375,798.549987792969,782.760009765625,795.239990234375,39729200,795.239990234375
"2022-07-08",799.309997558594,805.630004882812,797.700012207031,802.159973144531,66999100,802.159973144531
"2022-07-11",797.210021972656,799.27001953125,788.880004882812,789.580017089844,21814900,789.580017089844
"2022-07-12",786.650024414062,796.630004882812,783.52001953125,794.599975585938,25079000,794.599975585938
"2022-07-13",796.070007324219,808.200012207031,794.219970703125,803.280029296875,17684500,803.280029296875
"2022-07-14",804.450012207031,808.590026855469,790.47998046875,796.409973144531,20975100,796.409973144531
"2022-07-15",797.77001953125,801.369995117188,793.539978027344,794.619995117188,11471200,794.619995117188
"2022-07-18",798.140014648438,804.780029296875,798.140014648438,804.239990234375,9759600,804.239990234375
"2022-07-19",803.440002441406,806.419982910156,797.900024414062,806.109985351562,13429200,806.109985351562
"2022-07-20",811.340026855469,821.219970703125,810.989990234375,815.320007324219,20806000,815.320007324219
"2022-07-21",817.030029296875,828.219970703125,816.840026855469,826.109985351562,21196100,826.109985351562
"2022-07-22",827.599975585938,836.489990234375,824.219970703125,829.969970703125,19408500,829.969970703125
"2022-07-25",830.159973144531,833.650024414062,826.359985351562,828.890014648438,11468000,828.890014648438
"2022-07-26",829.5,831.099975585938,825.950012207031,829.260009765625,11554400,829.260009765625
"2022-07-27",832.880004882812,835.650024414062,831.5,834.849975585938,19387000,834.849975585938
"2022-07-28",838.150024414062,842.190002441406,835.919982910156,839.52001953125,19573000,839.52001953125
"2022-07-29",843.369995117188,851.239990234375,843.369995117188,851.049987792969,20452400,851.049987792969
"2022-08-01",855.299987792969,868.900024414062,854.559997558594,863.809997558594,31722900,863.809997558594
"2022-08-02",861.559997558594,869.919982910156,857.400024414062,869.820007324219,28738300,869.820007324219
"2022-08-03",868.760009765625,872.510009765625,866.369995117188,870.239990234375,41903500,870.239990234375
"2022-08-04",872.530029296875,876.539978027344,865.950012207031,867.510009765625,27397900,867.510009765625
"2022-08-05",868,870.219970703125,847.630004882812,849.22998046875,28316000,849.22998046875
"2022-08-08",848.530029296875,860.599975585938,846.940002441406,860.320007324219,17258700,860.320007324219
"2022-08-09",860.510009765625,865.049987792969,856.919982910156,859.52001953125,14619600,859.52001953125
"2022-08-10",858.140014648438,876.460021972656,858.140014648438,875.469970703125,16882700,875.469970703125
"2022-08-11",880.440002441406,885.010009765625,876.419982910156,882.77001953125,15576700,882.77001953125
"2022-08-12",881.140014648438,881.830017089844,873.630004882812,878.760009765625,18448600,878.760009765625
"2022-08-16",880.309997558594,893.25,880.02001953125,893.22998046875,43818000,893.22998046875
"2022-08-17",892.150024414062,896.049987792969,887.919982910156,894.369995117188,27202500,894.369995117188
"2022-08-18",891.260009765625,897.830017089844,889.590026855469,897.630004882812,20515300,897.630004882812
"2022-08-19",895.390014648438,902.369995117188,892.969970703125,899.159973144531,27832100,899.159973144531
"2022-08-22",899.140014648438,899.140014648438,890.97998046875,896.409973144531,26990900,896.409973144531
"2022-08-23",894.659973144531,897.989990234375,891.049987792969,891.460021972656,21139300,891.460021972656
"2022-08-24",889.219970703125,892.989990234375,881.179992675781,892.369995117188,31871400,892.369995117188
"2022-08-25",896.900024414062,900.97998046875,893.75,896.119995117188,17266800,896.119995117188
"2022-08-26",894.780029296875,895.760009765625,888.570007324219,893.739990234375,9926000,893.739990234375
"2022-08-29",887.510009765625,887.869995117188,864.409973144531,868.25,29120900,868.25
"2022-08-30",871.789978027344,879.260009765625,855.700012207031,855.700012207031,17833900,855.700012207031
"2022-08-31",855.650024414062,860.150024414062,854.239990234375,856.359985351562,24899600,856.359985351562
"2022-09-01",850.559997558594,854.710021972656,842.700012207031,843.169982910156,19799800,843.169982910156
"2022-09-02",846.140014648438,851.130004882812,836.580017089844,844.780029296875,24546200,844.780029296875
"2022-09-05",838.820007324219,838.820007324219,828.130004882812,829.340026855469,26605800,829.340026855469
"2022-09-06",834.010009765625,839.869995117188,828.179992675781,834.909973144531,9811100,834.909973144531
"2022-09-07",828.320007324219,835.549987792969,818.789978027344,822.510009765625,24795300,822.510009765625
"2022-09-08",825.320007324219,831.690002441406,822.210021972656,825.960021972656,23456800,825.960021972656
"2022-09-09",832.070007324219,846.039978027344,832.070007324219,841.909973144531,31219600,841.909973144531
"2022-09-12",845.630004882812,854.469970703125,845.630004882812,849.890014648438,15964000,849.890014648438
"2022-09-13",853.299987792969,854.309997558594,839.400024414062,840.809997558594,21564900,840.809997558594
"2022-09-14",832.890014648438,838.849975585938,832.570007324219,836.630004882812,19935300,836.630004882812
"2022-09-15",839.409973144531,847.780029296875,839.22998046875,839.22998046875,22073700,839.22998046875
"2022-09-16",835.440002441406,838.429992675781,830.580017089844,836.169982910156,36974600,836.169982910156
"2022-09-19",831.380004882812,835.25,827.219970703125,833.359985351562,9093400,833.359985351562
"2022-09-20",836.090026855469,842.030029296875,833.789978027344,833.859985351562,14064900,833.859985351562
"2022-09-21",827.219970703125,829.859985351562,820.400024414062,826.320007324219,18369900,826.320007324219
"2022-09-22",818.239990234375,827.119995117188,817.330017089844,817.609985351562,15472800,817.609985351562
"2022-09-23",816.25,819.590026855469,795.760009765625,798.109985351562,23298200,798.109985351562
"2022-09-26",795,801.330017089844,783.929992675781,792.72998046875,15604300,792.72998046875
"2022-09-27",799.010009765625,805.349975585938,798.409973144531,798.409973144531,19606600,798.409973144531
"2022-09-28",793.880004882812,798.119995117188,783.059997558594,791.419982910156,20742400,791.419982910156
"2022-09-29",791.919982910156,796.239990234375,788.299987792969,788.460021972656,14188100,788.460021972656
"2022-09-30",790.119995117188,796.179992675781,789.97998046875,792.900024414062,20589700,792.900024414062
"2022-10-03",792.359985351562,804.780029296875,787.22998046875,804.190002441406,11834900,804.190002441406
"2022-10-04",810.349975585938,823.849975585938,810,823.090026855469,18624300,823.090026855469
"2022-10-05",822.390014648438,824.460021972656,818.219970703125,819.140014648438,12490800,819.140014648438
"2022-10-06",822.400024414062,825.919982910156,816.679992675781,816.679992675781,15046100,816.679992675781
"2022-10-07",816.630004882812,821.609985351562,813.830017089844,814.059997558594,12569700,814.059997558594
"2022-10-10",811.099975585938,815.619995117188,804.429992675781,814.609985351562,7990300,814.609985351562
"2022-10-11",813.190002441406,815.820007324219,808.919982910156,808.97998046875,9827300,808.97998046875
"2022-10-12",809.109985351562,820,809.109985351562,817.549987792969,17614500,817.549987792969
"2022-10-13",817.429992675781,825.97998046875,806.869995117188,816.02001953125,12393100,816.02001953125
"2022-10-14",825.75,838.710021972656,825.75,832.320007324219,19205100,832.320007324219
"2022-10-17",832.909973144531,843.989990234375,832.840026855469,842.640014648438,14873600,842.640014648438
"2022-10-18",846.830017089844,851.869995117188,845.789978027344,851.039978027344,21042300,851.039978027344
"2022-10-19",848.659973144531,851.169982910156,843.609985351562,848.169982910156,14931600,848.169982910156
"2022-10-20",846.260009765625,854.799987792969,843.330017089844,854.799987792969,14720100,854.799987792969
"2022-10-21",854.650024414062,854.989990234375,847.059997558594,854.989990234375,11844300,854.989990234375
"2022-10-24",857.460021972656,867.609985351562,855.400024414062,866.25,16145100,866.25
"2022-10-25",868.059997558594,868.059997558594,858.280029296875,863.349975585938,15795500,863.349975585938
"2022-10-26",865.210021972656,865.869995117188,859.390014648438,862.760009765625,16293400,862.760009765625
"2022-10-27",861.97998046875,863.47998046875,857.469970703125,860.760009765625,11096700,860.760009765625
"2022-10-31",862.599975585938,874.280029296875,862.599975585938,874.27001953125,19652600,874.27001953125
"2022-11-01",875.460021972656,877.030029296875,865.450012207031,868.25,18246400,868.25
"2022-11-02",870.409973144531,874.210021972656,866.830017089844,874.039978027344,12791900,874.039978027344
"2022-11-03",865.909973144531,867.710021972656,857.900024414062,861.760009765625,12860400,861.760009765625
"2022-11-04",862.390014648438,879.210021972656,862.390014648438,879.099975585938,24509000,879.099975585938
"2022-11-07",877.809997558594,886.159973144531,877.809997558594,885.299987792969,16320800,885.299987792969
"2022-11-08",888.97998046875,894.080017089844,884.179992675781,887.539978027344,12120600,887.539978027344
"2022-11-09",886.929992675781,891.809997558594,880.72998046875,891.799987792969,21288400,891.799987792969
"2022-11-10",888.419982910156,900.549987792969,886.510009765625,898.940002441406,19212800,898.940002441406
"2022-11-11",907.349975585938,910.380004882812,894.989990234375,897.780029296875,31781500,897.780029296875
"2022-11-14",898.419982910156,901.179992675781,895.190002441406,900.299987792969,15803300,900.299987792969
"2022-11-15",900.530029296875,904.760009765625,899.690002441406,903.869995117188,31478700,903.869995117188
"2022-11-16",901.97998046875,901.97998046875,883.309997558594,887.090026855469,27288400,887.090026855469
"2022-11-17",888.530029296875,891.880004882812,879.739990234375,883.280029296875,15733200,883.280029296875
"2022-11-18",884.659973144531,892.159973144531,883.909973144531,889.900024414062,15879900,889.900024414062
"2022-11-21",888.309997558594,891.849975585938,885.030029296875,891.809997558594,10829300,891.809997558594
"2022-11-22",892.280029296875,901.140014648438,891.049987792969,900.070007324219,20526900,900.070007324219
"2022-11-23",900.299987792969,908.789978027344,900.299987792969,906.400024414062,26024500,906.400024414062
"2022-11-24",908.210021972656,919.909973144531,908.210021972656,919.780029296875,18816100,919.780029296875
"2022-11-25",919.739990234375,921.22998046875,914.039978027344,917.640014648438,17680500,917.640014648438
"2022-11-28",915.409973144531,916.580017089844,906.739990234375,907.059997558594,15482900,907.059997558594
"2022-11-29",910.169982910156,912.820007324219,909.700012207031,911.909973144531,18420300,911.909973144531
"2022-11-30",911.320007324219,918.460021972656,908.130004882812,912.330017089844,63421400,912.330017089844
"2022-12-01",916.260009765625,925.039978027344,912.47998046875,922.419982910156,21866100,922.419982910156
"2022-12-02",921.849975585938,922.890014648438,903.799987792969,903.969970703125,28310300,903.969970703125
"2022-12-05",905.940002441406,905.940002441406,893.380004882812,903.25,36390700,903.25
"2022-12-06",904.809997558594,908.619995117188,901.5,904.090026855469,25643400,904.090026855469
"2022-12-07",903.799987792969,913.090026855469,903.200012207031,910.289978027344,38245200,910.289978027344
"2022-12-08",910.75,917.830017089844,910.75,915.400024414062,17794400,915.400024414062
"2022-12-09",916.179992675781,918.549987792969,912.789978027344,915.989990234375,13827000,915.989990234375
"2022-12-12",917.049987792969,917.049987792969,911.75,912.940002441406,18971000,912.940002441406
"2022-12-13",914.359985351562,921.460021972656,913.669982910156,920.530029296875,22670900,920.530029296875
"2022-12-14",922.02001953125,924.47998046875,919.130004882812,923.630004882812,38478800,923.630004882812
"2022-12-15",922.780029296875,925.849975585938,915.25,917.099975585938,30171000,917.099975585938
"2022-12-16",913.650024414062,913.650024414062,902.809997558594,911.849975585938,28365200,911.849975585938
"2022-12-19",909.719970703125,916.849975585938,909.719970703125,916.47998046875,11210400,916.47998046875
"2022-12-20",912.700012207031,917.390014648438,910.650024414062,915.510009765625,9134500,915.510009765625
"2022-12-21",917.340026855469,924.460021972656,917.340026855469,923.859985351562,14147900,923.859985351562
"2022-12-22",924.429992675781,928.799987792969,920.809997558594,924.200012207031,17646700,924.200012207031
"2022-12-23",924.010009765625,926.190002441406,921.25,921.25,13621700,921.25
"2022-12-27",921.989990234375,925.619995117188,921.619995117188,923.260009765625,14492200,923.260009765625
"2022-12-28",922.900024414062,924.710021972656,920.599975585938,923.789978027344,14580400,923.789978027344
"2022-12-29",922.739990234375,923.219970703125,918.739990234375,920.820007324219,9961900,920.820007324219
"2022-12-30",919.049987792969,929.900024414062,919.049987792969,929.789978027344,13146400,929.789978027344
"2023-01-02",932.830017089844,938.090026855469,930.380004882812,936.150024414062,9446200,936.150024414062
"2023-01-03",939.429992675781,944.359985351562,936.789978027344,943.820007324219,17000100,943.820007324219
"2023-01-04",942.969970703125,949.679992675781,942.969970703125,946.099975585938,18255700,946.099975585938
"2023-01-05",945.650024414062,951.559997558594,943.840026855469,951.450012207031,24054800,951.450012207031
"2023-01-09",953.590026855469,963.130004882812,953.590026855469,962.840026855469,42224300,962.840026855469
"2023-01-10",960.340026855469,964.030029296875,956.849975585938,962.219970703125,31955700,962.219970703125
"2023-01-11",962.400024414062,966.75,958.679992675781,963.700012207031,26229300,963.700012207031
"2023-01-12",965.099975585938,966.080017089844,960.960021972656,964.260009765625,23908600,964.260009765625
"2023-01-13",964.260009765625,969.799987792969,962.510009765625,968.380004882812,25768700,968.380004882812
"2023-01-16",971.039978027344,981.739990234375,970.179992675781,981.260009765625,44384000,981.260009765625
"2023-01-17",982.940002441406,989.840026855469,979.22998046875,987.010009765625,47918200,987.010009765625
"2023-01-18",988.239990234375,992.640014648438,985.469970703125,989.580017089844,69195800,989.580017089844
"2023-01-19",985.619995117188,985.619995117188,966.119995117188,967.760009765625,43214100,967.760009765625
"2023-01-20",968.75,979.059997558594,968.75,979.059997558594,20504700,979.059997558594
"2023-01-23",982.789978027344,999.669982910156,982.25,997.809997558594,38311800,997.809997558594
"2023-01-24",999.489990234375,1004.95001220703,992.830017089844,993.909973144531,35399800,993.909973144531
"2023-01-25",994.450012207031,1000.48999023438,987.070007324219,993.859985351562,29850600,993.859985351562
"2023-01-26",997.469970703125,1009.33001708984,997.469970703125,1004,29013800,1004
"2023-01-27",1009.59002685547,1015.59997558594,1007,1015.47998046875,26025600,1015.47998046875
"2023-01-30",1017.17999267578,1024.76000976562,1014.36999511719,1024.75,27440400,1024.75
"2023-01-31",1024.32995605469,1028.57995605469,1017.96002197266,1022.82000732422,59597400,1022.82000732422
"2023-02-01",1026.15002441406,1031.06994628906,1021.15997314453,1027.25,47584300,1027.25
"2023-02-02",1031.47998046875,1035.5400390625,1022.29998779297,1029.68005371094,67105600,1029.68005371094
"2023-02-03",1028.56005859375,1036.42004394531,1025.76000976562,1033.43994140625,58270500,1033.43994140625
"2023-02-06",1033.10998535156,1037.66003417969,1027.39001464844,1033.02001953125,63457300,1033.02001953125
"2023-02-07",1034.09997558594,1045.63000488281,1033.38000488281,1041.51000976562,57282500,1041.51000976562
"2023-02-08",1043.81005859375,1064.43005371094,1043.81005859375,1064.43005371094,84730300,1064.43005371094
"2023-02-09",1066.18005371094,1080.7099609375,1062.16003417969,1074.86999511719,122837100,1074.86999511719
"2023-02-10",1075.78002929688,1080.06994628906,1058.80004882812,1068.11999511719,64545300,1068.11999511719
"2023-02-13",1071.25,1095.14001464844,1069.94995117188,1092.91003417969,48139500,1092.91003417969
"2023-02-14",1096.65002441406,1098.38000488281,1086.5400390625,1093.96997070312,42211400,1093.96997070312
"2023-02-15",1094.72998046875,1103.61999511719,1079.72998046875,1093.15002441406,41922900,1093.15002441406
"2023-02-16",1095.5,1098.86999511719,1088.97998046875,1091.61999511719,24157100,1091.61999511719
"2023-02-17",1089.97998046875,1104.40002441406,1081.42004394531,1102.76000976562,36476700,1102.76000976562
"2023-02-20",1105.52001953125,1123.22998046875,1105.52001953125,1123.22998046875,42532100,1123.22998046875
"2023-02-21",1122.2900390625,1122.68005371094,1110.25,1121.73999023438,33289600,1121.73999023438
"2023-02-22",1116.94995117188,1121.82995605469,1101.30004882812,1101.30004882812,33290900,1101.30004882812
"2023-02-23",1106.97998046875,1119.25,1102.68005371094,1119.25,38289400,1119.25
"2023-02-24",1120.51000976562,1123.0400390625,1111.85998535156,1113.35998535156,32168600,1113.35998535156
"2023-02-28",1116.02001953125,1129.25,1113.92004394531,1129.25,58900100,1129.25
"2023-03-01",1128.81005859375,1140.9599609375,1122.66003417969,1133.10998535156,34324700,1133.10998535156
"2023-03-02",1119.96997070312,1120.2099609375,1102.93994140625,1118.7900390625,37351900,1118.7900390625
"2023-03-03",1120.26000976562,1125,1103.88000488281,1114.68005371094,25803100,1114.68005371094
"2023-03-06",1107.44995117188,1108.89001464844,1075.31994628906,1082.09997558594,52457800,1082.09997558594
"2023-03-07",1074.92004394531,1089.94995117188,1059.82995605469,1078.68994140625,47413600,1078.68994140625
"2023-03-08",1076.01000976562,1082.81005859375,1069.42004394531,1076.35998535156,37277000,1076.35998535156
"2023-03-09",1081.17004394531,1094.16003417969,1079.07995605469,1083.21997070312,28284800,1083.21997070312
"2023-03-10",1077.18994140625,1077.18994140625,1053.22998046875,1056.26000976562,46215500,1056.26000976562
"2023-03-13",1044.76000976562,1049.96997070312,1025.17004394531,1049.55004882812,62675400,1049.55004882812
"2023-03-14",1051.08996582031,1076.61999511719,1042.89001464844,1074.06994628906,41961300,1074.06994628906
"2023-03-15",1078.9599609375,1078.9599609375,1023.69000244141,1025.21997070312,64763500,1025.21997070312
"2023-03-16",1030.81994628906,1045.78002929688,1016.03997802734,1031.91003417969,47513300,1031.91003417969
"2023-03-17",1038.4599609375,1045.71997070312,1017.92999267578,1020.19000244141,60864100,1020.19000244141
"2023-03-20",1013.15997314453,1027.46997070312,998.289978027344,1027.46997070312,41240700,1027.46997070312
"2023-03-21",1035.27001953125,1049.69995117188,1034.42004394531,1049.69995117188,34069500,1049.69995117188
"2023-03-22",1054.93994140625,1060.90002441406,1044.31005859375,1044.9599609375,25852700,1044.9599609375
"2023-03-23",1044.07995605469,1052.5,1039.06994628906,1052.43005371094,20994000,1052.43005371094
"2023-03-24",1050.78002929688,1051.31994628906,1019.29998779297,1021.15997314453,35221000,1021.15997314453
"2023-03-27",1026.32995605469,1037.21997070312,1025.01000976562,1035.71997070312,15864500,1035.71997070312
"2023-03-28",1039.06994628906,1041.64001464844,1019.70001220703,1023.44000244141,21971100,1023.44000244141
"2023-03-29",1022.73999023438,1031.96997070312,1014.84002685547,1030.65002441406,29288500,1030.65002441406
"2023-03-30",1039.31005859375,1046.59997558594,1039.21997070312,1045.83996582031,24552300,1045.83996582031
"2023-03-31",1046.31994628906,1056.23999023438,1044.80004882812,1054.58996582031,25455000,1054.58996582031
"2023-04-03",1056.90002441406,1070.84997558594,1056.90002441406,1068.23999023438,22292200,1068.23999023438
"2023-04-04",1068.96997070312,1079.81994628906,1068.4599609375,1069.31994628906,28857100,1069.31994628906
"2023-04-05",1066.39001464844,1071.31994628906,1063.65002441406,1069.72998046875,27183100,1069.72998046875
"2023-04-06",1069.60998535156,1077.03002929688,1069.60998535156,1074,13191600,1074
"2023-04-11",1080.35998535156,1093.2900390625,1080.31005859375,1092.75,32958800,1092.75
"2023-04-12",1097.07995605469,1101.18994140625,1094.47998046875,1095.91003417969,24141600,1095.91003417969
"2023-04-13",1101.26000976562,1103.65002441406,1097.53002929688,1102.7900390625,28755500,1102.7900390625
"2023-04-18",1111.80004882812,1122.88000488281,1111.4599609375,1120.2900390625,53782700,1120.2900390625
"2023-04-19",1122.27001953125,1122.82995605469,1106.72998046875,1111.10998535156,111462400,1111.10998535156
"2023-04-20",1107.63000488281,1111.36999511719,1101.44995117188,1106.56994628906,97147000,1106.56994628906
"2023-04-21",1107.43994140625,1112,1103.72998046875,1111.32995605469,28477300,1111.32995605469
"2023-04-24",1113.07995605469,1115.90002441406,1101.86999511719,1105.42004394531,13519300,1105.42004394531
"2023-04-25",1101.89001464844,1102.5400390625,1089.08996582031,1090.53002929688,24592300,1090.53002929688
"2023-04-26",1088.06994628906,1096.42004394531,1079.13000488281,1096.42004394531,18473600,1096.42004394531
"2023-04-27",1094.46997070312,1098.65002441406,1093.03002929688,1096.01000976562,11864400,1096.01000976562
"2023-04-28",1097.60998535156,1100.05004882812,1083.90002441406,1085.10998535156,17379500,1085.10998535156
"2023-05-02",1085.57995605469,1088.4599609375,1075.66003417969,1087.48999023438,19333400,1087.48999023438
"2023-05-03",1087.94995117188,1096.68005371094,1087.39001464844,1095.9599609375,15395700,1095.9599609375
"2023-05-04",1092.18005371094,1102.43994140625,1092.18005371094,1098.56994628906,17952400,1098.56994628906
"2023-05-05",1101.14001464844,1113.88000488281,1101.14001464844,1111.23999023438,21746600,1111.23999023438
"2023-05-08",1114.22998046875,1125.22998046875,1112.78002929688,1121.90002441406,20892600,1121.90002441406
"2023-05-09",1126.36999511719,1128.26000976562,1119.4599609375,1123.19995117188,23695400,1123.19995117188
"2023-05-10",1123.47998046875,1132.05004882812,1122.59997558594,1131.2099609375,22404000,1131.2099609375
"2023-05-11",1133.09997558594,1135.5,1120.69995117188,1122.41003417969,21147000,1122.41003417969
"2023-05-12",1122.41003417969,1127.27001953125,1117.51000976562,1122.75,16532100,1122.75
"2023-05-15",1123.63000488281,1131.34997558594,1121.59997558594,1121.65002441406,17814700,1121.65002441406
"2023-05-16",1122.53002929688,1137.65002441406,1116.32995605469,1136.43994140625,27111400,1136.43994140625
"2023-05-17",1135.71997070312,1139.83996582031,1133,1134.35998535156,21344200,1134.35998535156
"2023-05-18",1135.5400390625,1139.51000976562,1130.14001464844,1130.14001464844,16336000,1130.14001464844
"2023-05-19",1129.58996582031,1134.5,1126.07995605469,1132.33996582031,25681000,1132.33996582031
"2023-05-22",1137.72998046875,1217.0400390625,1137.7099609375,1201.31994628906,101810700,1201.31994628906
"2023-05-23",1205.94995117188,1219.06994628906,1199.80004882812,1205.30004882812,59319500,1205.30004882812
"2023-05-24",1202.92004394531,1202.92004394531,1190.35998535156,1191.82995605469,37683200,1191.82995605469
"2023-05-25",1192.61999511719,1208.02001953125,1189.76000976562,1202.43005371094,28155500,1202.43005371094
"2023-05-26",1208.2099609375,1226.18994140625,1208.2099609375,1220.89001464844,40721000,1220.89001464844
"2023-05-29",1228.25,1240.21997070312,1220.98999023438,1236.19995117188,20985300,1236.19995117188
"2023-05-30",1237.76000976562,1239.48999023438,1220.56005859375,1225.06994628906,19471300,1225.06994628906
"2023-05-31",1226.78002929688,1226.78002929688,1216.07995605469,1218.65002441406,54377800,1218.65002441406
"2023-06-01",1222.71997070312,1231.09997558594,1209.05004882812,1209.05004882812,24123900,1209.05004882812
"2023-06-02",1212.84997558594,1219.39001464844,1210.92004394531,1217.85998535156,21379300,1217.85998535156
"2023-06-06",1218.32995605469,1244.75,1218.32995605469,1244.75,35328100,1244.75
"2023-06-07",1247.07995605469,1257.18005371094,1243.68994140625,1250.60998535156,59335700,1250.60998535156
"2023-06-08",1251.34997558594,1258.17004394531,1245.02001953125,1258.17004394531,43572000,1258.17004394531
"2023-06-09",1258.92004394531,1268.81005859375,1255.03002929688,1261.67004394531,36700200,1261.67004394531
"2023-06-12",1267.06005859375,1273.51000976562,1263.38000488281,1263.38000488281,37604300,1263.38000488281
"2023-06-13",1267.65002441406,1268.28002929688,1257.2099609375,1266.31005859375,20543400,1266.31005859375
"2023-06-14",1269.09997558594,1276.81005859375,1267.17004394531,1274.5400390625,21930500,1274.5400390625
"2023-06-15",1274.71997070312,1276.26000976562,1263.39001464844,1269.06994628906,21165100,1269.06994628906
"2023-06-16",1269.31005859375,1280.16003417969,1268.36999511719,1277.56005859375,42473100,1277.56005859375
"2023-06-19",1276.72998046875,1279.47998046875,1268.52001953125,1268.52001953125,17790000,1268.52001953125
"2023-06-20",1267.06005859375,1267.43005371094,1253.97998046875,1264.9599609375,22706200,1264.9599609375
"2023-06-21",1267.7099609375,1277.41003417969,1266.02001953125,1272.48999023438,32681300,1272.48999023438
"2023-06-22",1272.22998046875,1272.22998046875,1260.73999023438,1263.03002929688,35595100,1263.03002929688
"2023-06-23",1263.13000488281,1273.69995117188,1263.13000488281,1268.7099609375,42302300,1268.7099609375
"2023-06-26",1269.4599609375,1269.94995117188,1231.03002929688,1233.73999023438,45504200,1233.73999023438
"2023-06-27",1234.40002441406,1242.44995117188,1227.5400390625,1235.27001953125,31267800,1235.27001953125
"2023-06-28",1238.18994140625,1248,1238.18994140625,1247.19995117188,37574800,1247.19995117188
"2023-06-29",1251.96997070312,1277.36999511719,1251.42004394531,1275.26000976562,37329000,1275.26000976562
"2023-06-30",1281.80004882812,1287.57995605469,1273.69995117188,1278.60998535156,23327000,1278.60998535156
"2023-07-03",1287.10998535156,1292.98999023438,1282.89001464844,1292.71997070312,21421100,1292.71997070312
"2023-07-04",1293.69995117188,1300.69995117188,1288.43994140625,1299.78002929688,18297400,1299.78002929688
"2023-07-05",1295.26000976562,1300.86999511719,1287.64001464844,1295.30004882812,22139600,1295.30004882812
"2023-07-06",1289.06994628906,1289.06994628906,1274.22998046875,1279.40002441406,18595700,1279.40002441406
"2023-07-07",1280.88000488281,1286.02001953125,1273.15002441406,1278.30004882812,17248700,1278.30004882812
"2023-07-10",1281.10998535156,1293.4599609375,1278.46997070312,1290.90002441406,20085900,1290.90002441406
"2023-07-11",1294.27001953125,1320.42004394531,1294.2099609375,1317.34997558594,31186400,1317.34997558594
"2023-07-12",1321.59997558594,1326.19995117188,1313.81005859375,1323.60998535156,27817300,1323.60998535156
"2023-07-13",1326.83996582031,1327.26000976562,1316.92004394531,1321.15002441406,19648900,1321.15002441406
"2023-07-14",1323.41003417969,1327.86999511719,1319.4599609375,1325.60998535156,19324000,1325.60998535156
"2023-07-17",1326.55004882812,1326.55004882812,1300.69995117188,1303.7900390625,17443900,1303.7900390625
"2023-07-18",1303.60998535156,1318.57995605469,1301.55004882812,1315.89001464844,26778200,1315.89001464844
"2023-07-19",1320.15002441406,1334.55004882812,1319.65002441406,1331.61999511719,25957400,1331.61999511719
"2023-07-20",1333.28002929688,1340.2099609375,1330.56005859375,1338.03002929688,18111800,1338.03002929688
"2023-07-21",1339.2900390625,1344.2099609375,1335.92004394531,1339.18005371094,18073800,1339.18005371094
"2023-07-24",1337.5400390625,1342.21997070312,1333.92004394531,1337.42004394531,15320000,1337.42004394531
"2023-07-25",1340.71997070312,1349.67004394531,1340.05004882812,1345.94995117188,21705600,1345.94995117188
"2023-07-26",1348.06994628906,1349.31005859375,1340.61999511719,1344.55004882812,21680200,1344.55004882812
"2023-07-27",1344.60998535156,1351.68005371094,1344.46997070312,1345.63000488281,21279900,1345.63000488281
"2023-07-28",1345.67004394531,1346.18005371094,1327.28002929688,1333.85998535156,18749400,1333.85998535156
"2023-07-31",1336.36999511719,1344.55004882812,1335.47998046875,1335.47998046875,21442200,1335.47998046875
"2023-08-01",1339.35998535156,1344.30004882812,1318.10998535156,1324.28002929688,27371300,1324.28002929688
