"","GD.AT.Open","GD.AT.High","GD.AT.Low","GD.AT.Close","GD.AT.Volume","GD.AT.Adjusted"
"2021-05-12",896.090026855469,901.880004882812,890.760009765625,894.700012207031,49396100,894.700012207031
"2021-05-13",884.789978027344,903.669982910156,880.030029296875,899.419982910156,43749800,899.419982910156
"2021-05-14",903.440002441406,907.419982910156,897.859985351562,907.080017089844,52907200,907.080017089844
"2021-05-17",907.75,914.22998046875,902.72998046875,903.47998046875,46280000,903.47998046875
"2021-05-18",906.820007324219,910.280029296875,900.650024414062,900.650024414062,32113500,900.650024414062
"2021-05-19",894.960021972656,896.010009765625,879.150024414062,881.039978027344,39485800,881.039978027344
"2021-05-20",881.820007324219,890.349975585938,874.919982910156,888.409973144531,42929700,888.409973144531
"2021-05-21",891.669982910156,892.690002441406,852.539978027344,867.559997558594,152076500,867.559997558594
"2021-05-24",869.190002441406,881.010009765625,869.190002441406,880.260009765625,73148700,880.260009765625
"2021-05-25",881.390014648438,883.169982910156,868.02001953125,868.109985351562,50877000,868.109985351562
"2021-05-26",871.700012207031,878.440002441406,869.809997558594,873.609985351562,40499200,873.609985351562
